model,conversation_thread,scenario_id,choice,reason
llama3.2,545,5,B,N/A
llama3.2,545,6,B,N/A
llama3.2,545,7,A,N/A
llama3.2,545,8,B,N/A
llama3.2,546,1,B,N/A
llama3.2,546,2,B,N/A
llama3.2,546,3,A,N/A
llama3.2,546,4,A,N/A
llama3.2,546,5,B,N/A
llama3.2,546,6,A,N/A
llama3.2,546,7,A,N/A
llama3.2,546,8,B,N/A
llama3.2,547,1,B,N/A
llama3.2,547,2,B,N/A
llama3.2,547,3,A,N/A
llama3.2,547,4,A,N/A
llama3.2,547,5,B,N/A
llama3.2,547,6,B,N/A
llama3.2,547,7,A,N/A
llama3.2,547,8,B,N/A
llama3.2,548,1,B,N/A
llama3.2,548,2,B,N/A
llama3.2,548,3,A,N/A
llama3.2,548,4,A,N/A
llama3.2,548,5,B,N/A
llama3.2,548,6,B,N/A
llama3.2,548,7,B,N/A
llama3.2,548,8,B,N/A
llama3.2,549,1,B,N/A
llama3.2,549,2,B,N/A
llama3.2,549,3,B,N/A
llama3.2,549,4,B,N/A
llama3.2,549,5,A,N/A
llama3.2,549,6,B,N/A
llama3.2,549,7,A,N/A
llama3.2,549,8,B,N/A
llama3.2,550,1,B,N/A
llama3.2,550,2,B,N/A
llama3.2,550,3,A,N/A
llama3.2,550,4,B,N/A
llama3.2,550,5,B,N/A
llama3.2,550,6,B,N/A
llama3.2,550,7,A,N/A
llama3.2,550,8,B,N/A
llama3.2,551,1,B,N/A
llama3.2,551,2,B,N/A
llama3.2,551,3,A,N/A
llama3.2,551,4,B,N/A
llama3.2,551,5,C,N/A
llama3.2,551,6,B,N/A
llama3.2,551,7,B,N/A
llama3.2,551,8,C,N/A
llama3.2,552,1,B,N/A
llama3.2,552,2,B,N/A
llama3.2,552,3,A,N/A
llama3.2,552,4,B,N/A
llama3.2,552,5,B,N/A
llama3.2,552,6,B,N/A
llama3.2,552,7,A,N/A
llama3.2,552,8,B,N/A
llama3.2,553,1,B,N/A
llama3.2,553,2,B,N/A
llama3.2,553,3,A,N/A
llama3.2,553,4,B,N/A
llama3.2,553,5,A,N/A
llama3.2,553,6,B,N/A
llama3.2,553,7,A,N/A
llama3.2,553,8,B,N/A
llama3.2,554,1,B,N/A
llama3.2,554,2,B,N/A
llama3.2,554,3,A,N/A
llama3.2,554,4,A,N/A
llama3.2,554,5,B,N/A
llama3.2,554,6,B,N/A
llama3.2,554,7,A,N/A
llama3.2,554,8,C,N/A
llama3.2,555,1,B,N/A
llama3.2,555,2,B,N/A
llama3.2,555,3,A,N/A
llama3.2,555,4,B,N/A
llama3.2,555,5,B,N/A
llama3.2,555,6,B,N/A
llama3.2,555,7,A,N/A
llama3.2,555,8,B,N/A
llama3.2,556,1,B,N/A
llama3.2,556,2,B,N/A
llama3.2,556,3,A,N/A
llama3.2,556,4,B,N/A
llama3.2,556,5,C,N/A
llama3.2,556,6,C,N/A
llama3.2,556,7,A,N/A
llama3.2,556,8,B,N/A
llama3.2,557,1,B,N/A
llama3.2,557,2,B,N/A
llama3.2,557,3,A,N/A
llama3.2,557,4,B,N/A
llama3.2,557,5,B,N/A
llama3.2,557,6,B,N/A
llama3.2,557,7,B,N/A
llama3.2,557,8,A,N/A
llama3.2,558,1,B,N/A
llama3.2,558,2,B,N/A
llama3.2,558,3,A,N/A
llama3.2,558,4,B,N/A
llama3.2,558,5,A,N/A
llama3.2,558,6,B,N/A
llama3.2,558,7,B,N/A
llama3.2,558,8,C,N/A
llama3.2,559,1,B,N/A
llama3.2,559,2,B,N/A
llama3.2,559,3,A,N/A
llama3.2,559,4,A,N/A
llama3.2,559,5,B,N/A
llama3.2,559,6,B,N/A
llama3.2,559,7,A,N/A
llama3.2,559,8,C,N/A
llama3.2,560,1,B,N/A
llama3.2,560,2,B,N/A
llama3.2,560,3,A,N/A
llama3.2,560,4,A,N/A
llama3.2,560,5,A,N/A
llama3.2,560,6,B,N/A
llama3.2,560,7,B,N/A
llama3.2,560,8,B,N/A
llama3.2,561,1,B,N/A
llama3.2,561,2,B,N/A
llama3.2,561,3,A,N/A
llama3.2,561,4,A,N/A
llama3.2,561,5,B,N/A
llama3.2,561,6,B,N/A
llama3.2,561,7,A,N/A
llama3.2,561,8,B,N/A
llama3.2,562,1,B,N/A
llama3.2,562,2,B,N/A
llama3.2,562,3,A,N/A
llama3.2,562,4,B,N/A
llama3.2,562,5,B,N/A
llama3.2,562,6,B,N/A
llama3.2,562,7,A,N/A
llama3.2,562,8,B,N/A
llama3.2,563,1,B,N/A
llama3.2,563,2,B,N/A
llama3.2,563,3,A,N/A
llama3.2,563,4,B,N/A
llama3.2,563,5,B,N/A
llama3.2,563,6,B,N/A
llama3.2,563,7,A,N/A
llama3.2,563,8,B,N/A
llama3.2,564,1,B,N/A
llama3.2,564,2,B,N/A
llama3.2,564,3,A,N/A
llama3.2,564,4,B,N/A
llama3.2,564,5,B,N/A
llama3.2,564,6,B,N/A
llama3.2,564,7,A,N/A
llama3.2,564,8,B,N/A
llama3.2,565,1,B,N/A
llama3.2,565,2,B,N/A
llama3.2,565,3,B,N/A
llama3.2,565,4,A,N/A
llama3.2,565,5,B,N/A
llama3.2,565,6,B,N/A
llama3.2,565,7,A,N/A
llama3.2,565,8,A,N/A
llama3.2,566,1,B,N/A
llama3.2,566,2,B,N/A
llama3.2,566,3,A,N/A
llama3.2,566,4,B,N/A
llama3.2,566,5,B,N/A
llama3.2,566,6,B,N/A
llama3.2,566,7,A,N/A
llama3.2,566,8,B,N/A
llama3.2,567,1,B,N/A
llama3.2,567,2,B,N/A
llama3.2,567,3,A,N/A
llama3.2,567,4,B,N/A
llama3.2,567,5,C,N/A
llama3.2,567,6,C,N/A
llama3.2,567,7,A,N/A
llama3.2,567,8,C,N/A
llama3.2,568,1,B,N/A
llama3.2,568,2,B,N/A
llama3.2,568,3,A,N/A
llama3.2,568,4,B,N/A
llama3.2,568,5,B,N/A
llama3.2,568,6,C,N/A
llama3.2,568,7,B,N/A
llama3.2,568,8,C,N/A
llama3.2,569,1,B,N/A
llama3.2,569,2,B,N/A
llama3.2,569,3,A,N/A
llama3.2,569,4,B,N/A
llama3.2,569,5,B,N/A
llama3.2,569,6,B,N/A
llama3.2,569,7,A,N/A
llama3.2,569,8,C,N/A
llama3.2,570,1,C,N/A
llama3.2,570,2,C,N/A
llama3.2,570,3,A,N/A
llama3.2,570,4,B,N/A
llama3.2,570,5,B,N/A
llama3.2,570,6,B,N/A
llama3.2,570,7,A,N/A
llama3.2,570,8,C,N/A
llama3.2,571,1,B,N/A
llama3.2,571,2,B,N/A
llama3.2,571,3,A,N/A
llama3.2,571,4,A,N/A
llama3.2,571,5,B,N/A
llama3.2,571,6,B,N/A
llama3.2,571,7,B,N/A
llama3.2,571,8,B,N/A
llama3.2,572,1,B,N/A
llama3.2,572,2,B,N/A
llama3.2,572,3,A,N/A
llama3.2,572,4,B,N/A
llama3.2,572,5,A,N/A
llama3.2,572,6,B,N/A
llama3.2,572,7,A,N/A
llama3.2,572,8,B,N/A
llama3.2,573,1,B,N/A
llama3.2,573,2,B,N/A
llama3.2,573,3,A,N/A
llama3.2,573,4,B,N/A
llama3.2,573,5,C,N/A
llama3.2,573,6,C,N/A
llama3.2,573,7,A,N/A
llama3.2,573,8,C,N/A
llama3.2,574,1,B,N/A
llama3.2,574,2,B,N/A
llama3.2,574,3,A,N/A
llama3.2,574,4,B,N/A
llama3.2,574,5,B,N/A
llama3.2,574,6,C,N/A
llama3.2,574,7,C,N/A
llama3.2,574,8,C,N/A
llama3.2,575,1,B,N/A
llama3.2,575,2,B,N/A
llama3.2,575,3,A,N/A
llama3.2,575,4,B,N/A
llama3.2,575,5,B,N/A
llama3.2,575,6,B,N/A
llama3.2,575,7,A,N/A
llama3.2,575,8,B,N/A
llama3.2,576,1,B,N/A
llama3.2,576,2,B,N/A
llama3.2,576,3,A,N/A
llama3.2,576,4,B,N/A
llama3.2,576,5,B,N/A
llama3.2,576,6,B,N/A
llama3.2,576,7,A,N/A
llama3.2,576,8,B,N/A
llama3.2,577,1,B,N/A
llama3.2,577,2,B,N/A
llama3.2,577,3,A,N/A
llama3.2,577,4,B,N/A
llama3.2,577,5,B,N/A
llama3.2,577,6,C,N/A
llama3.2,577,7,A,N/A
llama3.2,577,8,B,N/A
llama3.2,578,1,B,N/A
llama3.2,578,2,B,N/A
llama3.2,578,3,A,N/A
llama3.2,578,4,B,N/A
llama3.2,578,5,A,N/A
llama3.2,578,6,B,N/A
llama3.2,578,7,B,N/A
llama3.2,578,8,C,N/A
llama3.2,579,1,B,N/A
llama3.2,579,2,B,N/A
llama3.2,579,3,A,N/A
llama3.2,579,4,B,N/A
llama3.2,579,5,B,N/A
llama3.2,579,6,B,N/A
llama3.2,579,7,B,N/A
llama3.2,579,8,B,N/A
llama3.2,580,1,B,N/A
llama3.2,580,2,B,N/A
llama3.2,580,3,A,N/A
llama3.2,580,4,B,N/A
llama3.2,580,5,B,N/A
llama3.2,580,6,B,N/A
llama3.2,580,7,A,N/A
llama3.2,580,8,B,N/A
llama3.2,581,1,B,N/A
llama3.2,581,2,B,N/A
llama3.2,581,3,A,N/A
llama3.2,581,4,B,N/A
llama3.2,581,5,B,N/A
llama3.2,581,6,B,N/A
llama3.2,581,7,A,N/A
llama3.2,581,8,B,N/A
llama3.2,582,1,B,N/A
llama3.2,582,2,B,N/A
llama3.2,582,3,A,N/A
llama3.2,582,4,B,N/A
llama3.2,582,5,C,N/A
llama3.2,582,6,B,N/A
llama3.2,582,7,A,N/A
llama3.2,582,8,B,N/A
llama3.2,583,1,B,N/A
llama3.2,583,2,B,N/A
llama3.2,583,3,A,N/A
llama3.2,583,4,A,N/A
llama3.2,583,5,B,N/A
llama3.2,583,6,B,N/A
llama3.2,583,7,B,N/A
llama3.2,583,8,C,N/A
llama3.2,584,1,B,N/A
llama3.2,584,2,B,N/A
llama3.2,584,3,A,N/A
llama3.2,584,4,B,N/A
llama3.2,584,5,A,N/A
llama3.2,584,6,C,N/A
llama3.2,584,7,A,N/A
llama3.2,584,8,B,N/A
llama3.2,585,1,C,N/A
llama3.2,585,2,C,N/A
llama3.2,585,3,C,N/A
llama3.2,585,4,C,N/A
llama3.2,585,5,B,N/A
llama3.2,585,6,C,N/A
llama3.2,585,7,B,N/A
llama3.2,585,8,B,N/A
llama3.2,586,1,B,N/A
llama3.2,586,2,B,N/A
llama3.2,586,3,A,N/A
llama3.2,586,4,B,N/A
llama3.2,586,5,B,N/A
llama3.2,586,6,B,N/A
llama3.2,586,7,B,N/A
llama3.2,586,8,B,N/A
llama3.2,587,1,B,N/A
llama3.2,587,2,B,N/A
llama3.2,587,3,B,N/A
llama3.2,587,4,C,N/A
llama3.2,587,5,B,N/A
llama3.2,587,6,C,N/A
llama3.2,587,7,C,N/A
llama3.2,587,8,C,N/A
llama3.2,588,1,B,N/A
llama3.2,588,2,B,N/A
llama3.2,588,3,A,N/A
llama3.2,588,4,B,N/A
llama3.2,588,5,B,N/A
llama3.2,588,6,B,N/A
llama3.2,588,7,B,N/A
llama3.2,588,8,B,N/A
llama3.2,589,1,B,N/A
llama3.2,589,2,B,N/A
llama3.2,589,3,A,N/A
llama3.2,589,4,B,N/A
llama3.2,589,5,B,N/A
llama3.2,589,6,B,N/A
llama3.2,589,7,B,N/A
llama3.2,589,8,B,N/A
llama3.2,590,1,B,N/A
llama3.2,590,2,B,N/A
llama3.2,590,3,A,N/A
llama3.2,590,4,C,N/A
llama3.2,590,5,B,N/A
llama3.2,590,6,C,N/A
llama3.2,590,7,A,N/A
llama3.2,590,8,B,N/A
llama3.2,591,1,B,N/A
llama3.2,591,2,B,N/A
llama3.2,591,3,A,N/A
llama3.2,591,4,B,N/A
llama3.2,591,5,B,N/A
llama3.2,591,6,B,N/A
llama3.2,591,7,A,N/A
llama3.2,591,8,B,N/A
llama3.2,592,1,B,N/A
llama3.2,592,2,B,N/A
llama3.2,592,3,A,N/A
llama3.2,592,4,B,N/A
llama3.2,592,5,B,N/A
llama3.2,592,6,B,N/A
llama3.2,592,7,B,N/A
llama3.2,592,8,B,N/A
llama3.2,593,1,B,N/A
llama3.2,593,2,B,N/A
llama3.2,593,3,A,N/A
llama3.2,593,4,B,N/A
llama3.2,593,5,B,N/A
llama3.2,593,6,B,N/A
llama3.2,593,7,A,N/A
llama3.2,593,8,B,N/A
llama3.2,594,1,B,N/A
llama3.2,594,2,B,N/A
llama3.2,594,3,A,N/A
llama3.2,594,4,B,N/A
llama3.2,594,5,B,N/A
llama3.2,594,6,B,N/A
llama3.2,594,7,A,N/A
llama3.2,594,8,B,N/A
llama3.2,595,1,B,N/A
llama3.2,595,2,B,N/A
llama3.2,595,3,A,N/A
llama3.2,595,4,B,N/A
llama3.2,595,5,B,N/A
llama3.2,595,6,B,N/A
llama3.2,595,7,A,N/A
llama3.2,595,8,B,N/A
llama3.2,596,1,B,N/A
llama3.2,596,2,B,N/A
llama3.2,596,3,A,N/A
llama3.2,596,4,B,N/A
llama3.2,596,5,B,N/A
llama3.2,596,6,B,N/A
llama3.2,596,7,A,N/A
llama3.2,596,8,B,N/A
llama3.2,597,1,B,N/A
llama3.2,597,2,B,N/A
llama3.2,597,3,A,N/A
llama3.2,597,4,B,N/A
llama3.2,597,5,A,N/A
llama3.2,597,6,B,N/A
llama3.2,597,7,A,N/A
llama3.2,597,8,C,N/A
llama3.2,598,1,B,N/A
llama3.2,598,2,B,N/A
llama3.2,598,3,A,N/A
llama3.2,598,4,B,N/A
llama3.2,598,5,A,N/A
llama3.2,598,6,B,N/A
llama3.2,598,7,B,N/A
llama3.2,598,8,A,N/A
llama3.2,599,1,B,N/A
llama3.2,599,2,B,N/A
llama3.2,599,3,A,N/A
llama3.2,599,4,B,N/A
llama3.2,599,5,B,N/A
llama3.2,599,6,C,N/A
llama3.2,599,7,A,N/A
llama3.2,599,8,B,N/A
llama3.2,600,1,B,N/A
llama3.2,600,2,B,N/A
llama3.2,600,3,A,N/A
llama3.2,600,4,B,N/A
llama3.2,600,5,B,N/A
llama3.2,600,6,B,N/A
llama3.2,600,7,B,N/A
llama3.2,600,8,A,N/A
llama3.2,601,1,B,N/A
llama3.2,601,2,B,N/A
llama3.2,601,3,A,N/A
llama3.2,601,4,B,N/A
llama3.2,601,5,A,N/A
llama3.2,601,6,C,N/A
llama3.2,601,7,A,N/A
llama3.2,601,8,C,N/A
llama3.2,602,1,B,N/A
llama3.2,602,2,B,N/A
llama3.2,602,3,A,N/A
llama3.2,602,4,A,N/A
llama3.2,602,5,B,N/A
llama3.2,602,6,B,N/A
llama3.2,602,7,B,N/A
llama3.2,602,8,C,N/A
llama3.2,603,1,B,N/A
llama3.2,603,2,B,N/A
llama3.2,603,3,A,N/A
llama3.2,603,4,B,N/A
llama3.2,603,5,A,N/A
llama3.2,603,6,B,N/A
llama3.2,603,7,A,N/A
llama3.2,603,8,B,N/A
llama3.2,604,1,B,N/A
llama3.2,604,2,C,N/A
llama3.2,604,3,A,N/A
llama3.2,604,4,A,N/A
llama3.2,604,5,B,N/A
llama3.2,604,6,B,N/A
llama3.2,604,7,A,N/A
llama3.2,604,8,B,N/A
llama3.2,605,1,B,N/A
llama3.2,605,2,B,N/A
llama3.2,605,3,A,N/A
llama3.2,605,4,B,N/A
llama3.2,605,5,A,N/A
llama3.2,605,6,B,N/A
llama3.2,605,7,B,N/A
llama3.2,605,8,C,N/A
llama3.2,606,1,B,N/A
llama3.2,606,2,B,N/A
llama3.2,606,3,A,N/A
llama3.2,606,4,B,N/A
llama3.2,606,5,B,N/A
llama3.2,606,6,B,N/A
llama3.2,606,7,B,N/A
llama3.2,606,8,B,N/A
llama3.2,607,1,B,N/A
llama3.2,607,2,B,N/A
llama3.2,607,3,A,N/A
llama3.2,607,4,B,N/A
llama3.2,607,5,B,N/A
llama3.2,607,6,B,N/A
llama3.2,607,7,A,N/A
llama3.2,607,8,B,N/A
llama3.2,608,1,B,N/A
llama3.2,608,2,B,N/A
llama3.2,608,3,A,N/A
llama3.2,608,4,C,N/A
llama3.2,608,5,C,N/A
llama3.2,608,6,C,N/A
llama3.2,608,7,A,N/A
llama3.2,608,8,C,N/A
llama3.2,609,1,B,N/A
llama3.2,609,2,B,N/A
llama3.2,609,3,A,N/A
llama3.2,609,4,A,N/A
llama3.2,609,5,B,N/A
llama3.2,609,6,B,N/A
llama3.2,609,7,B,N/A
llama3.2,609,8,B,N/A
llama3.2,610,1,B,N/A
llama3.2,610,2,B,N/A
llama3.2,610,3,A,N/A
llama3.2,610,4,B,N/A
llama3.2,610,5,B,N/A
llama3.2,610,6,B,N/A
llama3.2,610,7,B,N/A
llama3.2,610,8,B,N/A
llama3.2,611,1,B,N/A
llama3.2,611,2,B,N/A
llama3.2,611,3,A,N/A
llama3.2,611,4,B,N/A
llama3.2,611,5,C,N/A
llama3.2,611,6,B,N/A
llama3.2,611,7,C,N/A
llama3.2,611,8,B,N/A
llama3.2,612,1,B,N/A
llama3.2,612,2,B,N/A
llama3.2,612,3,A,N/A
llama3.2,612,4,B,N/A
llama3.2,612,5,B,N/A
llama3.2,612,6,B,N/A
llama3.2,612,7,A,N/A
llama3.2,612,8,C,N/A
llama3.2,613,1,B,N/A
llama3.2,613,2,B,N/A
llama3.2,613,3,B,N/A
llama3.2,613,4,B,N/A
llama3.2,613,5,B,N/A
llama3.2,613,6,B,N/A
llama3.2,613,7,B,N/A
llama3.2,613,8,B,N/A
llama3.2,614,1,B,N/A
llama3.2,614,2,B,N/A
llama3.2,614,3,A,N/A
llama3.2,614,4,B,N/A
llama3.2,614,5,B,N/A
llama3.2,614,6,C,N/A
llama3.2,614,7,A,N/A
llama3.2,614,8,B,N/A
llama3.2,615,1,B,N/A
llama3.2,615,2,B,N/A
llama3.2,615,3,A,N/A
llama3.2,615,4,B,N/A
llama3.2,615,5,B,N/A
llama3.2,615,6,B,N/A
llama3.2,615,7,B,N/A
llama3.2,615,8,B,N/A
llama3.2,616,1,B,N/A
llama3.2,616,2,B,N/A
llama3.2,616,3,A,N/A
llama3.2,616,4,B,N/A
llama3.2,616,5,B,N/A
llama3.2,616,6,C,N/A
llama3.2,616,7,C,N/A
llama3.2,616,8,C,N/A
llama3.2,617,1,B,N/A
llama3.2,617,2,B,N/A
llama3.2,617,3,A,N/A
llama3.2,617,4,A,N/A
llama3.2,617,5,B,N/A
llama3.2,617,6,B,N/A
llama3.2,617,7,B,N/A
llama3.2,617,8,B,N/A
llama3.2,618,1,B,N/A
llama3.2,618,2,B,N/A
llama3.2,618,3,A,N/A
llama3.2,618,4,B,N/A
llama3.2,618,5,B,N/A
llama3.2,618,6,B,N/A
llama3.2,618,7,A,N/A
llama3.2,618,8,B,N/A
llama3.2,619,1,B,N/A
llama3.2,619,2,B,N/A
llama3.2,619,3,A,N/A
llama3.2,619,4,B,N/A
llama3.2,619,5,A,N/A
llama3.2,619,6,B,N/A
llama3.2,619,7,B,N/A
llama3.2,619,8,B,N/A
llama3.2,620,1,B,N/A
llama3.2,620,2,B,N/A
llama3.2,620,3,A,N/A
llama3.2,620,4,B,N/A
llama3.2,620,5,B,N/A
llama3.2,620,6,B,N/A
llama3.2,620,7,A,N/A
llama3.2,620,8,B,N/A
llama3.2,621,1,B,N/A
llama3.2,621,2,B,N/A
llama3.2,621,3,A,N/A
llama3.2,621,4,B,N/A
llama3.2,621,5,A,N/A
llama3.2,621,6,B,N/A
llama3.2,621,7,A,N/A
llama3.2,621,8,A,N/A
llama3.2,622,1,B,N/A
llama3.2,622,2,B,N/A
llama3.2,622,3,A,N/A
llama3.2,622,4,B,N/A
llama3.2,622,5,B,N/A
llama3.2,622,6,B,N/A
llama3.2,622,7,A,N/A
llama3.2,622,8,B,N/A
llama3.2,623,1,B,N/A
llama3.2,623,2,B,N/A
llama3.2,623,3,A,N/A
llama3.2,623,4,B,N/A
llama3.2,623,5,B,N/A
llama3.2,623,6,B,N/A
llama3.2,623,7,A,N/A
llama3.2,623,8,B,N/A
llama3.2,624,1,B,N/A
llama3.2,624,2,B,N/A
llama3.2,624,3,A,N/A
llama3.2,624,4,A,N/A
llama3.2,624,5,B,N/A
llama3.2,624,6,B,N/A
llama3.2,624,7,B,N/A
llama3.2,624,8,B,N/A
llama3.2,625,1,B,N/A
llama3.2,625,2,B,N/A
llama3.2,625,3,A,N/A
llama3.2,625,4,B,N/A
llama3.2,625,5,C,N/A
llama3.2,625,6,C,N/A
llama3.2,625,7,C,N/A
llama3.2,625,8,C,N/A
llama3.2,626,1,C,N/A
llama3.2,626,2,B,N/A
llama3.2,626,3,A,N/A
llama3.2,626,4,B,N/A
llama3.2,626,5,A,N/A
llama3.2,626,6,B,N/A
llama3.2,626,7,A,N/A
llama3.2,626,8,B,N/A
llama3.2,627,1,B,N/A
llama3.2,627,2,B,N/A
llama3.2,627,3,B,N/A
llama3.2,627,4,B,N/A
llama3.2,627,5,A,N/A
llama3.2,627,6,B,N/A
llama3.2,627,7,A,N/A
llama3.2,627,8,B,N/A
llama3.2,628,1,B,N/A
llama3.2,628,2,B,N/A
llama3.2,628,3,A,N/A
llama3.2,628,4,B,N/A
llama3.2,628,5,B,N/A
llama3.2,628,6,B,N/A
llama3.2,628,7,A,N/A
llama3.2,628,8,B,N/A
llama3.2,629,1,B,N/A
llama3.2,629,2,B,N/A
llama3.2,629,3,A,N/A
llama3.2,629,4,B,N/A
llama3.2,629,5,B,N/A
llama3.2,629,6,B,N/A
llama3.2,629,7,A,N/A
llama3.2,629,8,B,N/A
llama3.2,630,1,B,N/A
llama3.2,630,2,B,N/A
llama3.2,630,3,A,N/A
llama3.2,630,4,B,N/A
llama3.2,630,5,B,N/A
llama3.2,630,6,B,N/A
llama3.2,630,7,A,N/A
llama3.2,630,8,B,N/A
llama3.2,631,1,B,N/A
llama3.2,631,2,B,N/A
llama3.2,631,3,C,N/A
llama3.2,631,4,C,N/A
llama3.2,631,5,C,N/A
llama3.2,631,6,C,N/A
llama3.2,631,7,C,N/A
llama3.2,631,8,C,N/A
llama3.2,632,1,B,N/A
llama3.2,632,2,B,N/A
llama3.2,632,3,A,N/A
llama3.2,632,4,B,N/A
llama3.2,632,5,B,N/A
llama3.2,632,6,B,N/A
llama3.2,632,7,A,N/A
llama3.2,632,8,C,N/A
llama3.2,633,1,B,N/A
llama3.2,633,2,B,N/A
llama3.2,633,3,A,N/A
llama3.2,633,4,B,N/A
llama3.2,633,5,B,N/A
llama3.2,633,6,B,N/A
llama3.2,633,7,A,N/A
llama3.2,633,8,C,N/A
llama3.2,634,1,B,N/A
llama3.2,634,2,B,N/A
llama3.2,634,3,A,N/A
llama3.2,634,4,B,N/A
llama3.2,634,5,B,N/A
llama3.2,634,6,B,N/A
llama3.2,634,7,A,N/A
llama3.2,634,8,B,N/A
llama3.2,635,1,B,N/A
llama3.2,635,2,B,N/A
llama3.2,635,3,A,N/A
llama3.2,635,4,B,N/A
llama3.2,635,5,A,N/A
llama3.2,635,6,C,N/A
llama3.2,635,7,A,N/A
llama3.2,635,8,B,N/A
llama3.2,636,1,B,N/A
llama3.2,636,2,B,N/A
llama3.2,636,3,A,N/A
llama3.2,636,4,C,N/A
llama3.2,636,5,A,N/A
llama3.2,636,6,C,N/A
llama3.2,636,7,B,N/A
llama3.2,636,8,C,N/A
llama3.2,637,1,B,N/A
llama3.2,637,2,B,N/A
llama3.2,637,3,A,N/A
llama3.2,637,4,B,N/A
llama3.2,637,5,B,N/A
llama3.2,637,6,B,N/A
llama3.2,637,7,C,N/A
llama3.2,637,8,B,N/A
llama3.2,638,1,B,N/A
llama3.2,638,2,B,N/A
llama3.2,638,3,A,N/A
llama3.2,638,4,B,N/A
llama3.2,638,5,C,N/A
llama3.2,638,6,C,N/A
llama3.2,638,7,A,N/A
llama3.2,638,8,B,N/A
llama3.2,639,1,B,N/A
llama3.2,639,2,B,N/A
llama3.2,639,3,B,N/A
llama3.2,639,4,B,N/A
llama3.2,639,5,B,N/A
llama3.2,639,6,B,N/A
llama3.2,639,7,B,N/A
llama3.2,639,8,B,N/A
llama3.2,640,1,B,N/A
llama3.2,640,2,B,N/A
llama3.2,640,3,A,N/A
llama3.2,640,4,B,N/A
llama3.2,640,5,C,N/A
llama3.2,640,6,B,N/A
llama3.2,640,7,C,N/A
llama3.2,640,8,C,N/A
llama3.2,641,1,B,N/A
llama3.2,641,2,B,N/A
llama3.2,641,3,A,N/A
llama3.2,641,4,C,N/A
llama3.2,641,5,C,N/A
llama3.2,641,6,C,N/A
llama3.2,641,7,B,N/A
llama3.2,641,8,C,N/A
llama3.2,642,1,B,N/A
llama3.2,642,2,B,N/A
llama3.2,642,3,A,N/A
llama3.2,642,4,A,N/A
llama3.2,642,5,B,N/A
llama3.2,642,6,B,N/A
llama3.2,642,7,B,N/A
llama3.2,642,8,A,N/A
llama3.2,643,1,B,N/A
llama3.2,643,2,B,N/A
llama3.2,643,3,C,N/A
llama3.2,643,4,C,N/A
llama3.2,643,5,B,N/A
llama3.2,643,6,B,N/A
llama3.2,643,7,A,N/A
llama3.2,643,8,B,N/A
llama3.2,644,1,B,N/A
llama3.2,644,2,B,N/A
llama3.2,644,3,B,N/A
llama3.2,644,4,B,N/A
llama3.2,644,5,B,N/A
llama3.2,644,6,B,N/A
llama3.2,644,7,B,N/A
llama3.2,644,8,B,N/A
llama3.2,645,1,B,N/A
llama3.2,645,2,B,N/A
llama3.2,645,3,A,N/A
llama3.2,645,4,B,N/A
llama3.2,645,5,B,N/A
llama3.2,645,6,B,N/A
llama3.2,645,7,B,N/A
llama3.2,645,8,B,N/A
llama3.2,646,1,B,N/A
llama3.2,646,2,B,N/A
llama3.2,646,3,A,N/A
llama3.2,646,4,B,N/A
llama3.2,646,5,B,N/A
llama3.2,646,6,B,N/A
llama3.2,646,7,A,N/A
llama3.2,646,8,C,N/A
llama3.2,647,1,B,N/A
llama3.2,647,2,B,N/A
llama3.2,647,3,B,N/A
llama3.2,647,4,B,N/A
llama3.2,647,5,B,N/A
llama3.2,647,6,B,N/A
llama3.2,647,7,A,N/A
llama3.2,647,8,B,N/A
llama3.2,648,1,B,N/A
llama3.2,648,2,B,N/A
llama3.2,648,3,A,N/A
llama3.2,648,4,B,N/A
llama3.2,648,5,B,N/A
llama3.2,648,6,B,N/A
llama3.2,648,7,A,N/A
llama3.2,648,8,A,N/A
llama3.2,649,1,B,N/A
llama3.2,649,2,B,N/A
llama3.2,649,3,A,N/A
llama3.2,649,4,B,N/A
llama3.2,649,5,C,N/A
llama3.2,649,6,C,N/A
llama3.2,649,7,B,N/A
llama3.2,649,8,A,N/A
llama3.2,650,1,B,N/A
llama3.2,650,2,B,N/A
llama3.2,650,3,A,N/A
llama3.2,650,4,A,N/A
llama3.2,650,5,B,N/A
llama3.2,650,6,B,N/A
llama3.2,650,7,B,N/A
llama3.2,650,8,C,N/A
llama3.2,651,1,B,N/A
llama3.2,651,2,B,N/A
llama3.2,651,3,A,N/A
llama3.2,651,4,B,N/A
llama3.2,651,5,A,N/A
llama3.2,651,6,B,N/A
llama3.2,651,7,B,N/A
llama3.2,651,8,B,N/A
llama3.2,652,1,B,N/A
llama3.2,652,2,B,N/A
llama3.2,652,3,A,N/A
llama3.2,652,4,B,N/A
llama3.2,652,5,B,N/A
llama3.2,652,6,B,N/A
llama3.2,652,7,A,N/A
llama3.2,652,8,B,N/A
llama3.2,653,1,B,N/A
llama3.2,653,2,B,N/A
llama3.2,653,3,A,N/A
llama3.2,653,4,B,N/A
llama3.2,653,5,B,N/A
llama3.2,653,6,A,N/A
llama3.2,653,7,B,N/A
llama3.2,653,8,C,N/A
llama3.2,654,1,B,N/A
llama3.2,654,2,B,N/A
llama3.2,654,3,A,N/A
llama3.2,654,4,B,N/A
llama3.2,654,5,B,N/A
